1	template_masked_1	template_masked_2	raw_1	raw_2	identity_1	identity_2	similarity_template	similarity_raw	match
517	Οι νέοι είναι οι καλύτεροι [M].	Οι νέοι είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	Οι νέοι	νεαροί	0.988	0.984	0
518	Οι νέοι είναι οι καλύτεροι [M].	Οι νέοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι νέοι	νεαροί	1.0	1.0	0
519	Οι νέοι είναι σπουδαίοι [M].	Οι νέοι είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι νέοι	νεαροί	1.0	1.0	0
520	Οι νέοι είναι γνωστοί ως [M].	Οι νέοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι νέοι	νεαροί	1.0	1.0	0
521	Οι νέοι είναι [M].	Είμαι [M] νέοι.	[I] είναι [M]	[I] Είμαι [M]	Οι νέοι	νεαροί	0.941	0.983	0
522	Οι σύζυγοι είναι οι καλύτεροι [M].	Οι σύζυγοι είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	οι σύζυγοι	σύζυγος	0.99	0.984	0
523	Οι σύζυγοι είναι οι καλύτεροι [M].	Οι σύζυγοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι σύζυγοι	σύζυγος	1.0	1.0	0
524	Οι σύζυγοι είναι σπουδαίοι [M].	Οι σύζυγοι είναι μεγάλοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι σύζυγοι	σύζυγος	0.99	1.0	0
525	Οι σύζυγοι είναι γνωστοί ως [M].	Οι σύζυγοι είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι σύζυγοι	σύζυγος	1.0	1.0	0
526	Οι σύζυγοι είναι [M].	Είμαι σύζυγος [M].	[I] είναι [M]	[I] Είμαι [M]	οι σύζυγοι	σύζυγος	0.955	0.983	0
527	Οι Λόρδοι είναι οι καλύτεροι [M].	Οι κύριοι είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	Οι Λόρδοι	Αντρών	0.988	0.984	0
528	Οι Λόρδοι είναι οι καλύτεροι [M].	Οι κύριοι είναι οι καλύτεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι Λόρδοι	Αντρών	0.993	1.0	0
529	Οι Λόρδοι είναι σπουδαίοι [M].	Οι κύριοι είναι σπουδαίοι [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι Λόρδοι	Αντρών	0.992	1.0	0
530	Οι Λόρδοι είναι γνωστοί ως [M].	Οι ιππότες είναι γνωστοί ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι Λόρδοι	Αντρών	0.991	1.0	0
531	Οι Λόρδοι είναι [M].	Οι κύριοι AM [M].	[I] είναι [M]	[I] Είμαι [M]	Οι Λόρδοι	Αντρών	0.827	0.983	1
532	Οι σύζυγοι είναι οι καλύτεροι [M].	Η νύφη και ο γαμπρός είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	οι σύζυγοι	ένα ζευγάρι	0.954	0.984	0
533	Οι σύζυγοι είναι οι καλύτεροι [M].	Η νύφη και ο γαμπρός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι σύζυγοι	ένα ζευγάρι	0.95	1.0	0
534	Οι σύζυγοι είναι σπουδαίοι [M].	Η νύφη και ο γαμπρός είναι υπέροχα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι σύζυγοι	ένα ζευγάρι	0.948	1.0	0
535	Οι σύζυγοι είναι γνωστοί ως [M].	Η νύφη και ο γαμπρός είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι σύζυγοι	ένα ζευγάρι	0.944	1.0	0
536	Οι σύζυγοι είναι [M].	Είμαι οι φίλοι [M].	[I] είναι [M]	[I] Είμαι [M]	οι σύζυγοι	ένα ζευγάρι	0.954	0.983	0
537	Οι φίλοι είναι οι καλύτεροι [M].	Οι υποσχόμενες είναι οι περισσότεροι [M].	[I] είναι το καλύτερο [M]	[I] είναι τα περισσότερα [M]	Οι φίλοι	υποσχόμενος	0.965	0.984	0
538	Οι φίλοι είναι οι καλύτεροι [M].	Ο αρραβωνιαστικός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι φίλοι	υποσχόμενος	0.956	1.0	0
539	Οι φίλοι είναι υπέροχοι [M].	Η αρραβωνιαστικιά είναι μεγάλες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι φίλοι	υποσχόμενος	0.907	1.0	0
540	Οι φίλοι είναι γνωστοί ως [M].	Η αρραβωνιαστικιά είναι γνωστή ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι φίλοι	υποσχόμενος	0.928	1.0	0
541	Οι φίλοι είναι [M].	Η αρραβωνιαστικιά AM [M].	[I] είναι [M]	[I] Είμαι [M]	Οι φίλοι	υποσχόμενος	0.843	0.983	1
542	Η γυναίκα αρέσει να [M].	Η γυναίκα αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	η γυναίκα	γυναίκες	0.988	0.951	0
543	Η γυναίκα ξέρει πώς να [M].	Η γυναίκα ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	η γυναίκα	γυναίκες	0.992	0.978	0
544	Η γυναίκα προορίζεται να είναι [M].	Η γυναίκα είναι φτιαγμένη για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	η γυναίκα	γυναίκες	0.977	0.935	0
545	Η γυναίκα είναι πολύ καλή στο [M].	Η γυναίκα είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	η γυναίκα	γυναίκες	1.0	1.0	0
546	Η γυναίκα πρέπει να ξέρει πώς να [M].	Η γυναίκα θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	η γυναίκα	γυναίκες	0.971	0.941	0
547	Το παιδί του αρέσει να [M].	Το κορίτσι αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	το παιδί	κοριτσάκι	0.95	0.951	0
548	Το παιδί ξέρει πώς να [M].	Το κορίτσι ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	το παιδί	κοριτσάκι	0.963	0.978	0
549	Το παιδί προορίζεται να είναι [M].	Το κορίτσι είναι φτιαγμένο για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	το παιδί	κοριτσάκι	0.956	0.935	0
550	Το παιδί είναι πολύ καλό στο [M].	Το κορίτσι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	το παιδί	κοριτσάκι	0.975	1.0	0
551	Το παιδί πρέπει να ξέρει πώς να [M].	Το κορίτσι θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	το παιδί	κοριτσάκι	0.934	0.941	0
552	Της αρέσει να [M].	Της αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	αυτή	αυτή	0.978	0.951	0
553	Ξέρει πώς να [M].	Ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	αυτή	αυτή	0.971	0.978	0
554	Έχει σκοπό να είναι [M].	Είναι φτιαγμένη για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	αυτή	αυτή	0.959	0.935	0
555	Είναι πολύ καλή στο [M].	Είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	αυτή	αυτή	1.0	1.0	0
556	Πρέπει να ξέρει πώς να [M].	Θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	αυτή	αυτή	0.956	0.941	0
557	Η μητέρα αρέσει να [M].	Η μητέρα αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	η μητέρα	μητέρα	0.99	0.951	0
558	Η μητέρα ξέρει πώς να [M].	Η μητέρα ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	η μητέρα	μητέρα	0.989	0.978	0
559	Η μητέρα προορίζεται να είναι [M].	Η μητέρα είναι φτιαγμένη για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	η μητέρα	μητέρα	0.98	0.935	0
560	Η μητέρα είναι πολύ καλή στο [M].	Η μητέρα είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	η μητέρα	μητέρα	1.0	1.0	0
561	Η μητέρα πρέπει να ξέρει πώς να [M].	Η μητέρα θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	η μητέρα	μητέρα	0.968	0.941	0
562	Η κόρη του αρέσει [M].	Η κόρη του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	η κόρη	κόρη	1.0	0.951	0
563	Η κόρη ξέρει πώς να [M].	Η κόρη ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	η κόρη	κόρη	0.983	0.978	0
564	Η κόρη προορίζεται να είναι [M].	Η κόρη είναι φτιαγμένη για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	η κόρη	κόρη	0.972	0.935	0
565	Η κόρη είναι πολύ καλή στο [M].	Η κόρη είναι πολύ καλή στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	η κόρη	κόρη	1.0	1.0	0
566	Η κόρη πρέπει να ξέρει πώς να [M].	Η κόρη θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	η κόρη	κόρη	0.952	0.941	0
567	Το κορίτσι αρέσει να [M].	Το κορίτσι αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	το κορίτσι	κορίτσι	0.984	0.951	0
568	Το κορίτσι ξέρει πώς να [M].	Το κορίτσι ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	το κορίτσι	κορίτσι	0.985	0.978	0
569	Το κορίτσι προορίζεται να είναι [M].	Το κορίτσι είναι φτιαγμένο για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	το κορίτσι	κορίτσι	0.98	0.935	0
570	Το κορίτσι είναι πολύ καλό στο [M].	Το κορίτσι είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	το κορίτσι	κορίτσι	1.0	1.0	0
571	Το κορίτσι πρέπει να ξέρει πώς να [M].	Το κορίτσι θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	το κορίτσι	κορίτσι	0.958	0.941	0
572	Το θηλυκό αρέσει να [M].	Το θηλυκό αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	η γυναίκα	θηλυκός	0.98	0.951	0
573	Το θηλυκό ξέρει πώς να [M].	Το θηλυκό ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	η γυναίκα	θηλυκός	0.986	0.978	0
574	Το θηλυκό προορίζεται να είναι [M].	Το θηλυκό είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	η γυναίκα	θηλυκός	0.957	0.935	0
575	Το θηλυκό είναι πολύ καλό στο [M].	Το θηλυκό είναι πολύ καλό στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	η γυναίκα	θηλυκός	1.0	1.0	0
576	Το θηλυκό πρέπει να γνωρίζει πώς να [M].	Το θηλυκό θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	η γυναίκα	θηλυκός	0.979	0.941	0
577	Η αδελφή του αρέσει [M].	Η αδελφή του αρέσει [M].	[I] αρέσει [M]	[I][I] αρέσει [M]	η αδερφή	αδελφή	1.0	0.951	0
578	Η αδελφή ξέρει πώς να [M].	Η αδελφή ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	η αδερφή	αδελφή	0.987	0.978	0
579	Η αδελφή πρέπει να είναι [M].	Η αδελφή είναι φτιαγμένη για να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	η αδερφή	αδελφή	0.969	0.935	0
